Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
CMPO,CompoSecure Inc. Class A Common Stock,$10.49,0.04,0.383%,1073252681.00,United States,2020,481679,Finance,Finance: Consumer Services
CMPOW,CompoSecure Inc. Warrant,$3.44,0.06,1.775%,351953215.00,United States,2020,2970,Finance,Finance: Consumer Services
CMRX,Chimerix Inc. Common Stock,$8.55,0.00,0.00%,802022883.00,United States,2013,1963135,Health Care,Biotechnology: Pharmaceutical Preparations
CNCK,Coincheck Group N.V. Ordinary Shares,$6.10,0.91,17.534%,791188764.00,Netherlands,,55541,Finance,Finance: Consumer Services
CRMD,CorMedix Inc. Common Stock,$7.52,0.12,1.622%,490166918.00,United States,,1140482,Health Care,Biotechnology: Pharmaceutical Preparations
CRON,Cronos Group Inc. Common Share,$1.77,0.05,2.907%,676636883.00,Canada,,2916258,Health Care, Medicinal Chemicals and Botanical Products 
CRSP,CRISPR Therapeutics AG Common Shares,$37.78,-1.17,-3.004%,3240559628.00,Switzerland,2016,1647348,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CSTL,Castle Biosciences Inc. Common Stock,$21.26,0.21,0.998%,606209957.00,United States,2019,501771,Health Care,Medical Specialities
CUB,Lionheart Holdings Class A Ordinary Shares,$10.27,0.00,0.00%,326263276.00,United States,2024,30254,Industrials,Industrial Machinery/Components
CVAC,CureVac N.V. Ordinary Shares,$3.20,-0.03,-0.929%,720498797.00,Germany,2020,508161,Health Care,Biotechnology: Pharmaceutical Preparations
DAVE,Dave Inc. Class A Common Stock,$82.17,-1.67,-1.992%,1075944087.00,United States,,289691,Finance,Finance: Consumer Services
DCOMG,Dime Community Bancshares Inc. 9.000% Fixed-to-Floating Rate Subordinated Notes due 2034,$25.8799,0.3799,1.49%,1013162811.00,United States,,3435,Finance,Major Banks
DJT,Trump Media & Technology Group Corp. Common Stock,$19.74,-0.22,-1.102%,4344090305.00,United States,2024,4516159,Technology,Computer Software: Programming Data Processing
DJTWW,Trump Media & Technology Group Corp. Warrants,$12.26,-0.485,-3.805%,2698001375.00,United States,2021,27099,Technology,Computer Software: Programming Data Processing
ECX,ECARX Holdings Inc. Class A Ordinary shares,$0.948,0.0332,3.629%,327752065.00,China,,18266881,Technology,EDP Services
EH,EHang Holdings Limited ADS,$14.61,-0.615,-4.039%,1051698775.00,China,2019,1279673,Industrials,Aerospace
ENPH,Enphase Energy Inc. Common Stock,$51.75,-1.32,-2.487%,6855348634.00,United States,2012,2270183,Technology,Semiconductors
EOLS,Evolus Inc. Common Stock,$10.11,-0.12,-1.173%,642862073.00,United States,2018,1052600,Health Care,Biotechnology: Pharmaceutical Preparations
ETNB,89bio Inc. Common Stock,$5.89,-0.16,-2.645%,859846832.00,United States,2019,1351026,Health Care,Biotechnology: Pharmaceutical Preparations
ETON,Eton Pharmaceuticals Inc. Common Stock,$14.08,-0.11,-0.775%,377590893.00,United States,2018,219295,Health Care,Biotechnology: Pharmaceutical Preparations
EVER,EverQuote Inc. Class A Common Stock,$21.89,0.86,4.089%,781997572.00,United States,2018,684402,Technology,Computer Software: Programming Data Processing
EXPI,eXp World Holdings Inc. Common Stock,$8.98,-0.295,-3.181%,1384117797.00,United States,,1144898,Finance,Real Estate
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,$5.55,-0.12,-2.116%,381444618.00,United States,,458771,Industrials,Biotechnology: Laboratory Analytical Instruments
FBYD,Falcon's Beyond Global Inc. Class A Common Stock,$8.3485,-0.0515,-0.613%,1009519671.00,United States,,10337,Consumer Discretionary,Services-Misc. Amusement & Recreation
FIVN,Five9 Inc. Common Stock,$22.62,-0.50,-2.163%,1714812292.00,United States,2014,1085122,Technology,EDP Services
FLGT,Fulgent Genetics Inc. Common Stock,$18.32,-0.76,-3.983%,564795597.00,United States,2016,220573,Health Care,Medical Specialities
FMBH,First Mid Bancshares Inc. Common Stock,$32.09,0.18,0.564%,769593066.00,United States,,45654,Finance,Major Banks
FOLD,Amicus Therapeutics Inc. Common Stock,$6.70,-0.20,-2.899%,2010777743.00,United States,2007,3313665,Health Care,Biotechnology: Pharmaceutical Preparations
FRBA,First Bank Common Stock,$13.40,-0.01,-0.075%,336801000.00,United States,2013,41397,Finance,Commercial Banks
FRPT,Freshpet Inc. Common Stock,$76.63,-2.63,-3.318%,3733307851.00,United States,2014,1132870,Consumer Staples,Packaged Foods
FUTU,Futu Holdings Limited American Depositary Shares,$80.50,-3.24,-3.869%,11207813992.00,Hong Kong,2019,2459689,Finance,Investment Bankers/Brokers/Service
GAMB,Gambling.com Group Limited Ordinary Shares,$11.91,-0.17,-1.407%,414026127.00,Jersey,2021,245685,Consumer Discretionary,Services-Misc. Amusement & Recreation
GCMG,GCM Grosvenor Inc. Class A Common Stock,$12.37,-0.24,-1.903%,2339748143.00,United States,,526988,Finance,Investment Managers
GCT,GigaCloud Technology Inc Class A Ordinary Shares,$12.05,-0.32,-2.587%,482799686.00,Hong Kong,2022,708928,Consumer Discretionary,Catalog/Specialty Distribution
GDEN,Golden Entertainment Inc. Common Stock,$25.52,0.40,1.592%,676560899.00,United States,,156214,Consumer Discretionary,Services-Misc. Amusement & Recreation
GDS,GDS Holdings Limited ADS,$19.82,-0.81,-3.926%,3852960690.00,China,2016,5107906,Technology,Computer Software: Programming Data Processing
GEGGL,Great Elm Group Inc.  7.25% Notes due 2027,$23.06,0.0099,0.043%,653556189.00,United States,,240,Finance,Finance: Consumer Services
GHRS,GH Research PLC Ordinary Shares,$8.70,-0.29,-3.226%,539644862.00,Ireland,2021,132565,Health Care,Biotechnology: Pharmaceutical Preparations
GPCR,Structure Therapeutics Inc. American Depositary Shares,$18.53,-0.37,-1.958%,1062562973.00,United States,2023,663322,Health Care,Biotechnology: Pharmaceutical Preparations
GRVY,GRAVITY Co. Ltd. American Depository Shares,$59.72,-1.99,-3.225%,414988308.00,South Korea,2005,21062,Consumer Discretionary,Business Services
HDL,SUPER HI INTERNATIONAL HOLDING LTD. American Depositary Shares,$19.3468,-0.1032,-0.531%,1258120469.00,Singapore,2024,798,Consumer Discretionary,Restaurants
HIFS,Hingham Institution for Savings Common Stock,$237.29,2.59,1.104%,509556546.00,United States,,7978,Finance,Banks
HLMN,Hillman Solutions Corp. Common Stock,$7.55,-0.37,-4.672%,1489830266.00,United States,2020,2165417,Consumer Discretionary,Industrial Machinery/Components
HPH,Highest Performances Holdings Inc. American Depository Shares,$5.36,1.04,24.074%,1996854804.00,China,2019,30701,Finance,Investment Managers
HPK,HighPeak Energy Inc. Common Stock,$8.98,0.43,5.029%,1132085575.00,United States,,203339,Energy,Oil & Gas Production
HRMY,Harmony Biosciences Holdings Inc. Common Stock,$27.94,-0.81,-2.817%,1602236371.00,United States,2020,754026,Health Care,Biotechnology: Pharmaceutical Preparations
HROW,Harrow Inc. Common Stock,$23.35,-0.44,-1.85%,832524893.00,United States,,245645,Health Care,Biotechnology: Pharmaceutical Preparations
HROWL,Harrow Inc. 8.625% Senior Notes due 2026,$25.08,-0.12,-0.476%,894206609.00,United States,,9235,Health Care,Biotechnology: Pharmaceutical Preparations
HROWM,Harrow  Inc. 11.875% Senior Notes due 2027,$26.09,-0.25,-0.949%,930217321.00,United States,,1632,Health Care,Biotechnology: Pharmaceutical Preparations
IBEX,IBEX Limited Common Shares,$23.46,-0.04,-0.17%,309482537.00,Bermuda,2020,60716,Technology,EDP Services
IESC,IES Holdings Inc. Common Stock,$186.18,-1.91,-1.015%,3724834373.00,United States,,111718,Industrials,Engineering & Construction
INOD,Innodata Inc. Common Stock,$34.78,-0.92,-2.577%,1088604540.00,United States,1993,752407,Technology,EDP Services
IOVA,Iovance Biotherapeutics Inc. Common Stock,$3.07,-0.16,-4.954%,1006581451.00,United States,,8144870,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IRMD,iRadimed Corporation Common Stock,$51.96,0.00,0.00%,660675141.00,United States,2014,27577,Health Care,Medical/Dental Instruments
IRON,Disc Medicine Inc. Common Stock,$41.00,-0.31,-0.75%,1417330722.00,United States,,546663,Health Care,Biotechnology: Pharmaceutical Preparations
IVA,Inventiva S.A. American Depository Shares,$3.31,-0.092,-2.704%,316642514.00,France,2020,8253,Health Care,Biotechnology: Pharmaceutical Preparations
JANX,Janux Therapeutics Inc. Common Stock,$28.69,-0.37,-1.273%,1695726667.00,United States,2021,420023,Health Care,Biotechnology: Pharmaceutical Preparations
JFIN,Jiayin Group Inc. American Depositary Shares,$10.27,-0.67,-6.124%,544643631.00,China,2019,220292,Finance,Finance: Consumer Services
KALV,KalVista Pharmaceuticals Inc. Common Stock,$11.745,-0.275,-2.288%,583910145.00,United Kingdom,2015,492177,Health Care,Biotechnology: Pharmaceutical Preparations
KIDS,OrthoPediatrics Corp. Common Stock,$20.59,-0.38,-1.812%,500060888.00,United States,2017,129862,Health Care,Medical/Dental Instruments
KROS,Keros Therapeutics Inc. Common Stock,$13.53,0.44,3.361%,548804496.00,United States,2020,1255112,Health Care,Biotechnology: Pharmaceutical Preparations
KRUS,Kura Sushi USA Inc. Class A Common Stock,$55.33,1.34,2.482%,668689000.00,United States,2019,422008,Consumer Discretionary,Restaurants
KYMR,Kymera Therapeutics Inc. Common Stock,$25.02,-0.44,-1.728%,1624902283.00,United States,2020,718293,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LAND,Gladstone Land Corporation Common Stock,$9.48,-0.08,-0.837%,343030558.00,United States,2013,254548,Real Estate,Real Estate Investment Trusts
LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,$24.7299,0.0224,0.091%,894842974.00,United States,,4535,Real Estate,Real Estate Investment Trusts
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,$19.52,0.40,2.092%,706324524.00,United States,,21010,Real Estate,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,$19.3899,0.389,2.047%,701616900.00,United States,,19869,Real Estate,Real Estate Investment Trusts
LFMDP,LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock,$23.7701,0.0201,0.085%,1059758722.00,United States,,2907,Health Care,Medical/Nursing Services
LGND,Ligand Pharmaceuticals Incorporated Common Stock,$104.62,-2.18,-2.041%,2014495031.00,United States,,77967,Health Care,Biotechnology: Pharmaceutical Preparations
LMAT,LeMaitre Vascular Inc. Common Stock,$84.67,0.04,0.047%,1910039287.00,United States,2006,158938,Health Care,Medical/Dental Instruments
LNTH,Lantheus Holdings Inc. Common Stock,$100.52,-2.26,-2.199%,6883265319.00,United States,2015,758107,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LUNR,Intuitive Machines Inc. Class A Common Stock,$7.565,-0.225,-2.888%,1348987592.00,United States,2021,4337863,Industrials,Industrial Machinery/Components
LVRO,Lavoro Limited Class A Ordinary Shares,$3.0746,0.1746,6.021%,358523968.00,Brazil,,514,Consumer Discretionary,Other Specialty Stores
LWAY,Lifeway Foods Inc. Common Stock,$23.89,-0.08,-0.334%,363205427.00,United States,,24764,Consumer Staples,Packaged Foods
MAZE,Maze Therapeutics Inc. Common Stock,$8.18,0.08,0.988%,358251746.00,United States,2025,103159,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBUU,Malibu Boats Inc. Class A Common Stock,$26.11,-0.53,-1.989%,512677840.00,United States,2014,195765,Industrials,Marine Transportation
MDB,MongoDB Inc. Class A Common Stock,$160.04,1.46,0.921%,12993273587.00,United States,2017,2040158,Technology,Computer Software: Prepackaged Software
MIRM,Mirum Pharmaceuticals Inc. Common Stock,$38.75,0.12,0.311%,1899299863.00,United States,2019,315230,Health Care,Biotechnology: Pharmaceutical Preparations
MNKD,MannKind Corporation Common Stock,$4.53,-0.11,-2.371%,1375268788.00,United States,2004,2319686,Health Care,Biotechnology: Pharmaceutical Preparations
MPB,Mid Penn Bancorp Common Stock,$25.25,0.02,0.079%,488738924.00,United States,,101650,Finance,Major Banks
MRUS,Merus N.V. Common Shares,$41.91,-1.31,-3.031%,2895581556.00,Netherlands,2016,1058132,Health Care,Biotechnology: Pharmaceutical Preparations
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,$16.03,-0.03,-0.187%,1760379526.00,Netherlands,,292553,Health Care,Biotechnology: Pharmaceutical Preparations
NAMSW,NewAmsterdam Pharma Company N.V. Warrant,$7.25,-0.25,-3.333%,796179137.00,Netherlands,,626,Health Care,Biotechnology: Pharmaceutical Preparations
NBN,Northeast Bank Common Stock,$87.47,0.05,0.057%,711131100.00,United States,,36320,Finance,Major Banks
NEWTG,NewtekOne Inc. 8.50% Fixed Rate Senior Notes due 2029,$24.56,0.158,0.647%,645698806.00,United States,,4906,Finance,Major Banks
NEWTI,NewtekOne Inc. 8.00% Fixed Rate Senior Notes due 2028,$24.87,0.00,0.00%,653848913.00,United States,,120,Finance,Major Banks
NEWTZ,NewtekOne Inc. 5.50% Notes Due 2026,$24.7465,0.00,0.00%,642519264.00,United States,,153,Finance,Major Banks
NEXN,Nexxen International Ltd. Ordinary Shares,$8.85,-0.15,-1.667%,564805363.00,Israel,2021,232054,Technology,Computer Software: Programming Data Processing
NHPAP,National Healthcare Properties Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,$13.8475,0.2935,2.165%,391834939.00,United States,,3936,Real Estate,Real Estate Investment Trusts
NHPBP,National Healthcare Properties Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock,$13.175,0.375,2.93%,372805584.00,United States,,3369,Real Estate,Real Estate Investment Trusts
NMFCZ,New Mountain Finance Corporation 8.250% Notes due 2028,$25.43,0.0001,0.00%,2742661483.00,United States,,7877,,
NMIH,NMI Holdings Inc. Common Stock,$33.43,-0.67,-1.965%,2622653603.00,United States,2013,1490286,Finance,Property-Casualty Insurers
NNNN,Anbio Biotechnology Class A Ordinary Shares,$6.57,0.19,2.978%,945365184.00,Germany,2025,27798,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NPCE,Neuropace Inc. Common Stock,$10.43,0.09,0.87%,339602156.00,United States,2021,105930,Health Care,Medical/Dental Instruments
NRDS,NerdWallet Inc. Class A Common Stock,$8.30,-0.08,-0.955%,615095014.00,United States,2021,427820,Technology,EDP Services
NRIX,Nurix Therapeutics Inc. Common stock,$9.80,-0.02,-0.204%,747108821.00,United States,2020,1056487,Health Care,Biotechnology: Pharmaceutical Preparations
NTLA,Intellia Therapeutics Inc. Common Stock,$6.86,-0.50,-6.793%,710129776.00,United States,2016,2700544,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NVTS,Navitas Semiconductor Corporation Common Stock,$1.73,-0.01,-0.575%,329616615.00,United States,,2704829,Technology,Semiconductors
OCS,Oculis Holding AG Ordinary shares,$18.02,0.09,0.502%,786796484.00,Switzerland,,28923,Health Care,Biotechnology: Pharmaceutical Preparations
OCUL,Ocular Therapeutix Inc. Common Stock,$7.17,-0.36,-4.781%,1140189497.00,United States,2014,2068616,Health Care,Biotechnology: Pharmaceutical Preparations
ODD,ODDITY Tech Ltd. Class A Ordinary Shares,$40.455,-0.625,-1.521%,2258533512.00,Israel,2023,356551,Consumer Discretionary,Package Goods/Cosmetics
OFLX,Omega Flex Inc. Common Stock,$30.00,-0.43,-1.413%,302829660.00,United States,,31640,Industrials,Industrial Specialties
OLLI,Ollie's Bargain Outlet Holdings Inc. Common Stock,$109.97,-4.51,-3.94%,6735774449.00,United States,2015,1228375,Consumer Discretionary,Department/Specialty Retail Stores
OMER,Omeros Corporation Common Stock,$6.76,-0.11,-1.601%,392511971.00,United States,2009,392036,Health Care,Biotechnology: Pharmaceutical Preparations
OPINL,Office Properties Income Trust 6.375% Senior Notes due 2050,$7.5278,0.0078,0.104%,525626700.00,United States,,9977,Finance,Real Estate
ORKA,Oruka Therapeutics Inc. Common Stock,$8.61,0.05,0.584%,322362791.00,United States,,186582,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
PAHC,Phibro Animal Health Corporation Class A Common Stock,$16.83,0.02,0.119%,681675723.00,United States,2014,228245,Health Care,Biotechnology: Pharmaceutical Preparations
PAMT,PAMT CORP Common Stock,$13.84,0.07,0.508%,301582707.00,United States,,26170,Industrials,Trucking Freight/Courier Services
PAYO,Payoneer Global Inc. Common Stock,$6.41,-0.02,-0.311%,2306664627.00,United States,,2463806,Consumer Discretionary,Business Services
PHAR,Pharming Group N.V. ADS each representing 10 ordinary shares,$8.09,-0.07,-0.858%,553300244.00,Netherlands,,2416,Health Care,Biotechnology: Pharmaceutical Preparations
PRCT,PROCEPT BioRobotics Corporation Common Stock,$52.81,-0.11,-0.208%,2894975547.00,United States,2021,942460,Health Care,Medical/Dental Instruments
PRTC,PureTech Health plc American Depositary Shares,$16.75,0.0746,0.447%,401030694.00,United States,,451,Health Care,Biotechnology: Pharmaceutical Preparations
PSNY,Polestar Automotive Holding UK PLC Class A ADS,$0.9778,-0.0522,-5.068%,2087808620.00,Sweden,,1749840,Consumer Discretionary,Auto Manufacturing
PSNYW,Polestar Automotive Holding UK PLC Class C-1 ADS (ADW),$0.1607,-0.0093,-5.471%,343128293.00,Sweden,,39497,Consumer Discretionary,Auto Manufacturing
PTGX,Protagonist Therapeutics Inc. Common Stock,$45.80,-1.15,-2.449%,2811400436.00,United States,2016,1329850,Health Care,Biotechnology: Pharmaceutical Preparations
PUBM,PubMatic Inc. Class A Common Stock,$8.14,-0.16,-1.928%,395012165.00,United States,2020,447928,Technology,Computer Software: Programming Data Processing
QCRH,QCR Holdings Inc. Common Stock,$65.90,0.17,0.259%,1113787037.00,United States,,91481,Finance,Major Banks
RAPP,Rapport Therapeutics Inc. Common Stock,$9.76,0.16,1.667%,356205225.00,United States,2024,76025,Health Care,Biotechnology: Pharmaceutical Preparations
RCKT,Rocket Pharmaceuticals Inc. Common Stock,$6.15,-0.38,-5.819%,655772661.00,United States,2015,3166409,Health Care,Biotechnology: Pharmaceutical Preparations
RDNT,RadNet Inc. Common Stock,$50.52,-2.56,-4.823%,3740587442.00,United States,,1665903,Health Care,Medical Specialities
RICK,RCI Hospitality Holdings Inc. Common Stock,$36.81,-0.66,-1.761%,326389669.00,United States,1995,48209,Consumer Discretionary,Restaurants
RILYG,B. Riley Financial Inc. 5.00% Senior Notes due 2026,$10.25,0.00,0.00%,312594927.00,United States,,43,Finance,Investment Managers
RILYK,B. Riley Financial Inc. 5.50% Senior Notes Due 2026,$17.75,-0.0576,-0.323%,541322922.00,United States,,13174,Finance,Investment Managers
RILYN,B. Riley Financial Inc. 6.50% Senior Notes Due 2026,$10.57,0.01,0.095%,322353988.00,United States,,31872,Finance,Investment Managers
RLAY,Relay Therapeutics Inc. Common Stock,$2.61,-0.15,-5.435%,442452026.00,United States,2020,2105850,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RNA,Avidity Biosciences Inc. Common Stock,$25.76,-0.92,-3.448%,3096668874.00,United States,2020,1561197,Health Care,Biotechnology: Pharmaceutical Preparations
RPD,Rapid7 Inc. Common Stock,$22.83,-0.24,-1.04%,1460408914.00,United States,2015,749066,Technology,Computer Software: Prepackaged Software
RSVR,Reservoir Media Inc. Common Stock,$7.05,-0.10,-1.399%,459889527.00,United States,2021,73760,Consumer Discretionary,Services-Misc. Amusement & Recreation
RUM,Rumble Inc. Class A Common Stock,$7.08,-0.10,-1.393%,3074834725.00,United States,2021,1275150,Technology,Computer Software: Programming Data Processing
RUMBW,Rumble Inc. Warrant,$2.23,-0.18,-7.469%,968486079.00,United States,2021,45394,Technology,Computer Software: Programming Data Processing
RXST,RxSight Inc. Common Stock,$14.525,-0.095,-0.65%,588125123.00,United States,2021,976972,Health Care,Ophthalmic Goods
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,$61.34,-0.75,-1.208%,3878143414.00,United States,2017,348829,Health Care,Biotechnology: Pharmaceutical Preparations
SAGE,Sage Therapeutics Inc. Common Stock,$7.37,-0.17,-2.255%,453114579.00,United States,2014,608403,Health Care,Biotechnology: Pharmaceutical Preparations
SBC,SBC Medical Group Holdings Incorporated Common Stock,$4.44,0.18,4.225%,460033954.00,United States,2022,21636,Health Care,Medical/Nursing Services
SHLS,Shoals Technologies Group Inc. Class A Common Stock,$3.33,0.04,1.216%,556092254.00,United States,2021,4117804,Technology,Semiconductors
SIBN,SI-BONE Inc. Common Stock,$13.33,0.28,2.146%,565900036.00,United States,2018,480786,Health Care,Medical/Dental Instruments
SIGA,SIGA Technologies Inc. Common Stock,$5.92,-0.12,-1.987%,422906608.00,United States,,428590,Health Care,Biotechnology: Pharmaceutical Preparations
SION,Sionna Therapeutics Inc. Common Stock,$10.00,0.48,5.042%,441243940.00,United States,2025,137952,Health Care,Biotechnology: Pharmaceutical Preparations
SITM,SiTime Corporation Common Stock,$129.78,-8.46,-6.12%,3062526507.00,United States,2019,290540,Technology,Semiconductors
SMBC,Southern Missouri Bancorp Inc. Common Stock,$49.10,0.54,1.112%,553708900.00,United States,,16840,Finance,Banks
