Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
BFC,Bank First Corporation Common Stock,$106.27,4.30,4.217%,1062130287.00,United States,,46521,Finance,Major Banks
BGM,BGM Group Ltd. Class A Ordinary Shares,$11.38,0.89,8.484%,1106387965.00,China,2021,344074,Health Care,Biotechnology: Pharmaceutical Preparations
BHRB,Burke & Herbert Financial Services Corp. Common Stock,$49.34,-0.81,-1.615%,739244198.00,United States,,24737,Finance,Major Banks
BLFS,BioLife Solutions Inc. Common Stock,$22.26,-0.17,-0.758%,1046220000.00,United States,,529161,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLTE,Belite Bio Inc American Depositary Shares,$57.28,-1.60,-2.717%,1849099385.00,United States,2022,11316,Health Care,Biotechnology: Pharmaceutical Preparations
BMRC,Bank of Marin Bancorp Common Stock,$20.33,-0.19,-0.926%,327651027.00,United States,,66700,Finance,Major Banks
BNTC,Benitec Biopharma Inc. Common Stock,$13.645,-0.035,-0.256%,319995376.00,United States,2015,49400,Health Care,Biotechnology: Pharmaceutical Preparations
BTBT,Bit Digital Inc. Ordinary Shares,$1.76,0.00,0.00%,321085633.00,United States,2018,9132723,Finance,Finance: Consumer Services
BTDR,Bitdeer Technologies Group Class A Ordinary Shares,$7.38,0.18,2.50%,1183502704.00,Singapore,,6431879,Finance,Finance: Consumer Services
BULLW,Webull Corporation Warrants,$2.14,0.18,9.184%,987505658.00,United States,,1475473,Finance,Investment Bankers/Brokers/Service
BWB,Bridgewater Bancshares Inc. Common Stock,$13.04,0.13,1.007%,359855948.00,United States,2018,309593,Finance,Major Banks
BWBBP,Bridgewater Bancshares Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock Series A,$18.7069,0.4369,2.391%,516241505.00,United States,,1173,Finance,Major Banks
BYRN,Byrna Technologies Inc. Common Stock,$21.34,1.03,5.071%,483718795.00,United States,,749147,Miscellaneous,Industrial Machinery/Components
CAPR,Capricor Therapeutics Inc. Common Stock,$9.64,-0.18,-1.833%,440318587.00,United States,,808214,Health Care,Biotechnology: Pharmaceutical Preparations
CDRO,Codere Online Luxembourg S.A. Ordinary Shares,$7.07,-0.01,-0.141%,320271000.00,Luxembourg,,6950,Consumer Discretionary,Services-Misc. Amusement & Recreation
CELC,Celcuity Inc. Common Stock,$9.99,-0.12,-1.187%,378015526.00,United States,2017,229238,Health Care,Medical Specialities
CELH,Celsius Holdings Inc. Common Stock,$36.66,-0.42,-1.133%,8619856048.00,United States,,4298364,Consumer Staples,Beverages (Production/Distribution)
CIVB,Civista Bancshares Inc. Common Stock,$19.49,0.00,0.00%,301695163.00,United States,,39144,Finance,Major Banks
CKPT,Checkpoint Therapeutics Inc. Common Stock,$4.04,0.02,0.498%,338405481.00,United States,,1331240,Health Care,Biotechnology: Pharmaceutical Preparations
CLDX,Celldex Therapeutics Inc.,$17.80,-0.57,-3.103%,1181631836.00,United States,,1017680,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CLPT,ClearPoint Neuro Inc. Common Stock,$11.52,-0.26,-2.207%,318324465.00,United States,,111865,Health Care,Medical/Dental Instruments
CLSK,CleanSpark Inc. Common Stock,$7.28,0.00,0.00%,2044279372.00,United States,,20730599,Finance,Finance: Consumer Services
COOP,Mr. Cooper Group Inc. Common Stock,$112.72,-1.67,-1.46%,7168385566.00,United States,,587972,Finance,Finance: Consumer Services
CORT,Corcept Therapeutics Incorporated Common Stock,$64.60,-4.99,-7.171%,6815521707.00,United States,2004,1510013,Health Care,Biotechnology: Pharmaceutical Preparations
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,$22.19,-1.04,-4.477%,2694967844.00,United States,2006,1093293,Health Care,Biotechnology: Pharmaceutical Preparations
CRESW,Cresud S.A.C.I.F. y A. Warrant,$0.8626,0.0826,10.59%,514416099.00,Argentina,,5775,Finance,Real Estate
CWBC,Community West Bancshares Common Stock,$16.03,0.04,0.25%,305382913.00,United States,,35280,Finance,Major Banks
DCTH,Delcath Systems Inc. Common Stock,$11.55,0.15,1.316%,385806244.00,United States,,377684,Health Care,Medical/Dental Instruments
DGNX,Diginex Limited Ordinary Shares,$121.00,-17.01,-12.325%,2806346950.00,Hong Kong,2025,55764,Technology,EDP Services
DJCO,Daily Journal Corp. (S.C.) Common Stock,$382.00,-2.64,-0.686%,526176732.00,United States,,5281,Consumer Discretionary,Newspapers/Magazines
DNTH,Dianthus Therapeutics Inc. Common Stock,$18.98,-0.23,-1.197%,609735897.00,United States,2018,228998,Health Care,Biotechnology: Pharmaceutical Preparations
EGBN,Eagle Bancorp Inc. Common Stock,$20.10,0.13,0.651%,607104460.00,United States,,510315,Finance,Major Banks
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,$4.89,-0.16,-3.168%,1108070562.00,United States,,5884534,Miscellaneous,Industrial Machinery/Components
ESQ,Esquire Financial Holdings Inc. Common Stock,$79.51,0.67,0.85%,670384908.00,United States,2017,52551,Finance,Commercial Banks
ESTA,Establishment Labs Holdings Inc. Common Shares,$30.18,-1.285,-4.084%,870566636.00,Costa Rica,2018,464796,Health Care,Industrial Specialties
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,$3.35,-0.04,-1.18%,527792621.00,United States,2020,1219600,Technology,Computer peripheral equipment
EXAS,Exact Sciences Corporation Common Stock,$42.26,-1.41,-3.229%,7850023458.00,United States,2001,2901425,Health Care,Medical Specialities
EXEEZ,Expand Energy Corporation Class B Warrants,$107.02,0.00,0.00%,24903547472.00,United States,,100,Energy,Oil & Gas Production
FMNB,Farmers National Banc Corp. Common Stock,$12.44,0.33,2.725%,467926072.00,United States,,131956,Finance,Major Banks
FRHC,Freedom Holding Corp. Common Stock,$126.00,-2.91,-2.257%,7638147342.00,Kazakhstan,,53805,Finance,Investment Bankers/Brokers/Service
FUFU,BitFuFu Inc. Class A Ordinary Shares,$4.63,0.21,4.751%,754237496.00,Singapore,,647580,Finance,Finance: Consumer Services
GCBC,Greene County Bancorp Inc. Common Stock,$21.40,0.00,0.00%,364374119.00,United States,,21923,Finance,Banks
GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,$12.97,-0.78,-5.673%,1087383477.00,United States,2018,501720,Technology,Computer Software: Prepackaged Software
GGAL,Grupo Financiero Galicia S.A. American Depositary Shares,$60.04,0.51,0.857%,8854051308.00,Argentina,,1139502,Finance,Commercial Banks
GSM,Ferroglobe PLC Ordinary Shares,$3.45,0.07,2.071%,648203571.00,United Kingdom,,643207,Basic Materials,Metal Mining
GYRE,Gyre Therapeutics Inc. Common Stock,$7.94,-0.46,-5.476%,743282789.00,United States,2006,79380,Health Care,Biotechnology: Pharmaceutical Preparations
HNRG,Hallador Energy Company Common Stock,$13.98,0.79,5.989%,595818471.00,United States,,1454705,Energy,Coal Mining
IGIC,International General Insurance Holdings Ltd. Ordinary Share,$24.58,-0.20,-0.807%,1108777647.00,Jordan,2018,115660,Finance,Property-Casualty Insurers
IMNM,Immunome Inc. Common Stock,$7.17,-0.23,-3.108%,623436196.00,United States,2020,1204185,Health Care,Biotechnology: Pharmaceutical Preparations
IMPPP,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,$23.45,0.0193,0.082%,790968500.00,Greece,,446,Consumer Discretionary,Marine Transportation
IMTX,Immatics N.V. Ordinary Shares,$4.11,-0.26,-5.95%,499571195.00,Germany,,362820,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMXI,International Money Express Inc. Common Stock,$12.01,0.18,1.522%,368133510.00,United States,2017,452440,Consumer Discretionary,Business Services
INDI,indie Semiconductor Inc. Class A Common Stock,$1.86,-0.05,-2.618%,387799727.00,United States,,2961037,Technology,Semiconductors
IPX,IperionX Limited American Depositary Share,$18.79,1.58,9.181%,483362904.00,United States,,400197,Basic Materials,Other Metals and Minerals
KARO,Karooooo Ltd. Ordinary Shares,$39.29,-0.94,-2.337%,1214061000.00,Singapore,2021,20424,Technology,Computer Software: Prepackaged Software
LIND,Lindblad Expeditions Holdings Inc. Common Stock,$7.92,-0.12,-1.493%,432324264.00,United States,2013,222583,Consumer Discretionary,Transportation Services
LMB,Limbach Holdings Inc. Common Stock,$85.16,5.28,6.61%,966853756.00,United States,,449448,Consumer Discretionary,Engineering & Construction
LQDA,Liquidia Corporation Common Stock,$13.68,0.08,0.588%,1166883986.00,United States,2018,704109,Health Care,Biotechnology: Pharmaceutical Preparations
LZMH,LZ Technology Holdings Limited Class B Ordinary Shares,$9.01,0.23,2.62%,1367718000.00,China,2025,1413423,Technology,EDP Services
MARA,MARA Holdings Inc. Common Stock,$12.32,-0.26,-2.067%,4260463309.00,United States,,24621430,Technology,EDP Services
MBIN,Merchants Bancorp Common Stock,$32.05,-0.34,-1.05%,1469521473.00,United States,2017,144433,Finance,Major Banks
MBINL,Merchants Bancorp Depositary Shares Each Representing a 1/40thInterest in a Share of 7.25% Fixed Rate Series E Non-CumulativePerpetual Preferred Stock without par value,$23.17,-0.01,-0.043%,1062365446.00,United States,,14474,Finance,Major Banks
MBINM,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock,$25.35,0.21,0.835%,1162320416.00,United States,,7360,Finance,Major Banks
MBINN,Merchants Bancorp Depositary Shares Preferred Series C,$19.2131,0.1931,1.015%,880938004.00,United States,,2351,Finance,Major Banks
MBNKP,Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,$25.4224,0.00,0.00%,586437517.00,United States,2019,107,Finance,Commercial Banks
MDXG,MiMedx Group Inc Common Stock,$6.63,-0.17,-2.50%,977036951.00,United States,,489764,Health Care,Biotechnology: Pharmaceutical Preparations
MFH,Mercurity Fintech Holding Inc. Ordinary Shares,$5.44,0.24,4.615%,330860240.00,China,2015,67470,Finance,Finance: Consumer Services
MITK,Mitek Systems Inc. Common Stock,$7.78,-0.04,-0.512%,351996103.00,United States,,214003,Technology,Computer peripheral equipment
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,$36.97,0.20,0.544%,2366525378.00,United States,2020,290543,Health Care,Biotechnology: Pharmaceutical Preparations
MOBBW,Mobilicom Limited Warrants,$0.3003,0.0005,0.167%,619031556.00,Israel,2022,4598,Industrials,Aerospace
MREO,Mereo BioPharma Group plc American Depositary Shares,$2.13,0.13,6.50%,330460143.00,United Kingdom,,1625024,Health Care,Biotechnology: Pharmaceutical Preparations
MRNO,Murano Global Investments PLC Ordinary Shares,$9.10,0.00,0.00%,721110144.00,Mexico,,389,Consumer Discretionary,Hotels/Resorts
MVST,Microvast Holdings Inc. Common Stock,$1.65,-0.03,-1.786%,536594990.00,United States,2019,2911854,Miscellaneous,Industrial Machinery/Components
NAGE,Niagen Bioscience Inc. Common Stock,$6.54,0.145,2.267%,508487923.00,United States,,439689,Health Care, Medicinal Chemicals and Botanical Products 
NBBK,NB Bancorp Inc. Common Stock,$16.36,0.07,0.43%,684545607.00,United States,2023,126160,Finance,Banks
NECB,NorthEast Community Bancorp Inc. Common Stock,$21.88,0.09,0.413%,306831467.00,United States,2021,33134,Finance,Banks
NEO,NeoGenomics Inc. Common Stock,$9.56,0.06,0.632%,1228090821.00,United States,,1373769,Health Care,Precision Instruments
NESR,National Energy Services Reunited Corp Ordinary Shares,$5.82,-0.04,-0.683%,558986882.00,United States,,191885,Energy,Oilfield Services/Equipment
NEXT,NextDecade Corporation Common Stock,$7.46,-0.13,-1.713%,1942901005.00,United States,2015,1431959,Utilities,Oil & Gas Production
NN,NextNav Inc. Common Stock,$11.94,-0.12,-0.995%,1569534098.00,United States,,832497,Industrials,Industrial Machinery/Components
NNAVW,NextNav Inc. Warrant,$4.53,0.01,0.221%,595476505.00,United States,,3768,Industrials,Industrial Machinery/Components
NNDM,Nano Dimension Ltd. American Depositary Shares,$1.47,0.00,0.00%,322279603.00,Israel,,1168830,Technology,Electrical Products
NNE,Nano Nuclear Energy Inc. Common Stock,$20.52,-1.63,-7.359%,760669341.00,United States,2024,1846063,Utilities,Electric Utilities: Central
NUTX,Nutex Health Inc. Common Stock,$136.89,-2.08,-1.497%,756789247.00,United States,,104957,Consumer Discretionary,Business Services
NVAWW,Nova Minerals Limited Warrant,$5.04,-0.06,-1.176%,1370561880.00,Australia,2024,225,Basic Materials,Precious Metals
NXXT,NextNRG Inc. Common Stock,$3.07,0.17,5.862%,343835837.00,United States,2021,27386,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
ORGO,Organogenesis Holdings Inc. Class A Common Stock,$4.25,-0.07,-1.62%,539019391.00,United States,2016,973196,Health Care,Biotechnology: Pharmaceutical Preparations
ORRF,Orrstown Financial Services Inc. Common Stock,$26.73,-0.11,-0.41%,521380518.00,United States,,322477,Finance,Major Banks
OSPN,OneSpan Inc. Common Stock,$14.46,-0.07,-0.482%,552022343.00,United States,,321326,Technology,EDP Services
OSW,OneSpaWorld Holdings Limited Common Shares,$16.90,-0.08,-0.471%,1768876474.00,Bahamas,,572329,Consumer Discretionary,Hotels/Resorts
PCT,PureCycle Technologies Inc. Common stock,$6.11,-0.25,-3.931%,1095744640.00,United States,,2022631,Industrials,Major Chemicals
PCTTU,PureCycle Technologies Inc. Unit,$7.14,-0.3226,-4.323%,1280461004.00,United States,,508,Industrials,Major Chemicals
PGY,Pagaya Technologies Ltd. Class A Ordinary Shares,$9.29,-0.70,-7.007%,699521560.00,United States,,1095508,Finance,Finance: Consumer Services
PHH,Park Ha Biological Technology Co. Ltd. Ordinary Shares,$13.01,-0.18,-1.365%,343130983.00,China,2002,465704,Consumer Discretionary,Package Goods/Cosmetics
PLSE,Pulse Biosciences Inc Common Stock (DE),$16.89,-0.14,-0.822%,1136254482.00,United States,2016,110283,Health Care,Medical/Dental Instruments
PLUG,Plug Power Inc. Common Stock,$0.9211,-0.0789,-7.89%,852181537.00,United States,1999,132775832,Energy,Industrial Machinery/Components
POWWP,AMMO Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock,$21.61,-0.3284,-1.497%,2566333000.00,United States,,2563,Industrials,Ordnance And Accessories
PPTA,Perpetua Resources Corp. Common Shares,$13.35,0.09,0.679%,951249391.00,Canada,,983273,Basic Materials,Precious Metals
PRCH,Porch Group Inc. Common Stock,$5.07,-0.37,-6.801%,608724384.00,United States,2020,2303158,Technology,Computer Software: Prepackaged Software
PRTH,Priority Technology Holdings Inc. Common Stock,$6.70,-0.15,-2.19%,532778868.00,United States,2016,202543,Consumer Discretionary,Business Services
PSIX,Power Solutions International Inc. Common Stock,$24.38,-0.23,-0.935%,560932456.00,United States,,186196,Industrials,Industrial Machinery/Components
QUBT,Quantum Computing Inc. Common Stock,$6.41,-0.42,-6.149%,879737533.00,United States,,5861814,Technology,Computer Software: Prepackaged Software
QVCGB,QVC Group Inc. Series B Common Stock,$5.37,0.08,1.512%,2140387209.00,United States,,8487,Consumer Discretionary,Catalog/Specialty Distribution
QVCGP,QVC Group Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock,$22.33,-1.92,-7.918%,8900343831.00,United States,,25745,Consumer Discretionary,Catalog/Specialty Distribution
RADX,Radiopharm Theranostics Limited American Depositary Shares,$4.20,-0.0722,-1.69%,9126435175.00,Australia,,84093,,
RCAT,Red Cat Holdings Inc. Common Stock,$5.18,-0.55,-9.599%,415232851.00,United States,,7388889,Technology,Computer Software: Prepackaged Software
RDVT,Red Violet Inc. Common Stock ,$37.43,-0.06,-0.16%,521722659.00,United States,,43347,Technology,Computer Software: Prepackaged Software
REAX,The Real Brokerage Inc. Common Shares,$4.62,-0.08,-1.702%,935545588.00,Canada,,810569,Finance,Real Estate
RGC,Regencell Bioscience Holdings Limited Ordinary Shares,$27.25,-5.03,-15.582%,354600599.00,Hong Kong,2021,27465,Health Care, Medicinal Chemicals and Botanical Products 
RGTI,Rigetti Computing Inc. Common Stock,$8.25,-0.37,-4.292%,2358081388.00,United States,,15132529,Technology,EDP Services
RGTIW,Rigetti Computing Inc. Warrants,$2.6665,-0.1035,-3.736%,762160487.00,United States,,180000,Technology,EDP Services
RIOT,Riot Platforms Inc. Common Stock ,$6.36,-0.19,-2.901%,2227319929.00,United States,,34267409,Finance,Finance: Consumer Services
RITR,Reitar Logtech Holdings Limited Ordinary shares,$4.05,0.03,0.746%,332606250.00,Hong Kong,2024,45106,Finance,Real Estate
RKLB,Rocket Lab USA Inc. Common Stock,$19.975,-1.095,-5.197%,9059563273.00,United States,2020,14733021,Industrials,Military/Government/Technical
RMR,The RMR Group Inc. Class A Common Stock,$15.02,-0.10,-0.661%,478307214.00,United States,,106425,Consumer Discretionary,Professional Services
RPAY,Repay Holdings Corporation Class A Common Stock,$4.60,0.18,4.072%,423698723.00,United States,2018,1324382,Consumer Discretionary,Business Services
SATL,Satellogic Inc. Class A Common Stock,$4.00,0.09,2.302%,388228484.00,Uruguay,,639970,Technology,Radio And Television Broadcasting And Communications Equipment
SERV,Serve Robotics Inc. Common Stock,$5.41,-0.45,-7.679%,307927603.00,United States,,3145982,Consumer Discretionary,Industrial Specialties
SEZL,Sezzle Inc. Common Stock,$42.74,0.28,0.659%,1446903633.00,United States,,596894,Consumer Discretionary,Business Services
SGML,Sigma Lithium Corporation Common Shares,$7.73,-0.30,-3.736%,860183029.00,Canada,,1108822,Basic Materials,Metal Mining
SKBL,Skyline Builders Group Holding Limited Class A Ordinary Shares,$11.74,0.53,4.728%,352200000.00,Hong Kong,2025,236421,Consumer Discretionary,Engineering & Construction
SKYT,SkyWater Technology Inc. Common Stock,$6.81,-0.09,-1.304%,326846481.00,United States,2021,511671,Technology,Semiconductors
SLNO,Soleno Therapeutics Inc. Common Stock,$69.93,-0.32,-0.456%,3206800360.00,United States,2014,1030633,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMLR,Semler Scientific Inc. Common Stock,$34.40,0.14,0.409%,330119118.00,United States,,140673,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMPL,The Simply Good Foods Company Common Stock,$36.49,-1.20,-3.184%,3686137004.00,United States,,843506,Consumer Staples,Packaged Foods
SNDL,SNDL Inc. Common Shares,$1.35,0.02,1.504%,347335783.00,Canada,2019,1165861,Health Care, Medicinal Chemicals and Botanical Products 
SPT,Sprout Social Inc Class A Common Stock,$19.36,0.13,0.676%,1118208103.00,United States,2019,703033,Technology,Computer Software: Prepackaged Software
TALK,Talkspace Inc. Common Stock,$2.73,-0.05,-1.799%,459833698.00,United States,2020,1017115,Health Care,Medical/Nursing Services
TGTX,TG Therapeutics Inc. Common Stock,$38.21,-0.82,-2.101%,6001666671.00,United States,,3031939,Health Care,Biotechnology: Pharmaceutical Preparations
TH,Target Hospitality Corp. Common Stock,$6.69,-0.04,-0.594%,664744645.00,United States,2018,232160,Consumer Discretionary,Hotels/Resorts
THRY,Thryv Holdings Inc. Common Stock,$11.46,0.02,0.175%,497033368.00,United States,,387608,Consumer Discretionary,Advertising
TIPT,Tiptree Inc. Common Stock,$22.72,0.41,1.838%,846528320.00,United States,,142409,Finance,Property-Casualty Insurers
UFPT,UFP Technologies Inc. Common Stock,$205.45,0.99,0.484%,1577918662.00,United States,1993,113868,Health Care,Medical/Dental Instruments
VALU,Value Line Inc. Common Stock,$39.70,-0.67,-1.66%,373718411.00,United States,1983,8170,Finance,Investment Managers
VEON,VEON Ltd. ADS,$42.46,1.40,3.41%,3140665442.00,Netherlands,,70903,Telecommunications,Telecommunications Equipment
VFSWW,VinFast Auto Ltd. Warrant,$0.27,-0.0003,-0.111%,631202894.00,Singapore,,1988,,
VKTX,Viking Therapeutics Inc. Common Stock,$23.60,0.49,2.12%,2649048292.00,United States,2015,3366912,Health Care,Biotechnology: Pharmaceutical Preparations
VRDN,Viridian Therapeutics Inc. Common Stock,$12.65,-0.15,-1.172%,1030784618.00,United States,2014,1873232,Health Care,Medical Specialities
VRRM,Verra Mobility Corporation Class A Common Stock,$21.40,0.08,0.375%,3415308433.00,United States,2017,1137390,Consumer Discretionary,Transportation Services
WALD,Waldencast plc Class A Ordinary Share,$2.62,0.29,12.446%,321528787.00,United States,2021,56769,Consumer Discretionary,Package Goods/Cosmetics
WSC,WillScot Holdings Corporation Class A Common Stock,$23.21,-1.02,-4.21%,4260777027.00,United States,2015,2442736,Industrials,Misc Corporate Leasing Services
WTF,Waton Financial Limited Ordinary Shares,$6.49,-0.70,-9.736%,312858381.00,Hong Kong,2025,361032,Finance,Investment Bankers/Brokers/Service
WULF,TeraWulf Inc. Common Stock,$2.30,0.01,0.437%,881216761.00,United States,,17504468,Technology,EDP Services
WYHG,Wing Yip Food Holdings Group Limited American Depositary Shares,$8.00,-1.10,-12.088%,400187424.00,China,2024,277996,Consumer Staples,Specialty Foods
XPEL,XPEL Inc. Common Stock,$25.86,-0.14,-0.538%,715086564.00,United States,,120783,Industrials,Industrial Specialties
ZYBT,Zhengye Biotechnology Holding Limited Ordinary Shares,$7.62,1.85,32.062%,359407785.00,China,2025,552992,Health Care,Biotechnology: Pharmaceutical Preparations
