effective_start,training_end,config_id,rolling_months,rolling_quality,expanding_quality,rolling_worst_annual_excess,rolling_rank,expanding_rank,combined_rank,candidate_group,variant_selected,variant_rolling_rank,variant_expanding_rank,variant_combined_rank,selection_reason,selected
2024-01-01,2023-12-31,3,36,-0.02817129069383298,-0.037900828022534055,-0.6341725798455328,3.0,3.0,6.0,top5-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,True
2024-01-01,2023-12-31,4,36,-0.02917248451105493,-0.038656399167370514,-0.5102026191624631,4.0,4.0,8.0,top10-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,2,36,-0.03273897950793785,-0.039842831161299455,-0.5995292296895766,5.0,5.0,10.0,top5-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2024-01-01,2023-12-31,1,36,-0.03723006408730613,-0.04253773366783163,-0.6781252758714169,6.0,6.0,12.0,top3-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2025-01-01,2024-12-31,0,36,-0.016022052295571798,-0.025090056435594622,-0.3765087143298351,1.0,1.0,2.0,top3-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2025-01-01,2024-12-31,3,36,-0.02607968015822764,-0.02919246500803361,-0.6341725798455328,4.0,2.0,6.0,top5-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,True
2025-01-01,2024-12-31,4,36,-0.023034494724441832,-0.029991365165787067,-0.5102026191624631,3.0,4.0,7.0,top10-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2025-01-01,2024-12-31,5,36,-0.017999573912505163,-0.0303427610279594,-0.38575097207341,2.0,5.0,7.0,top10-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2025-01-01,2024-12-31,2,36,-0.027354293194759675,-0.029866459812953095,-0.5995292296895766,5.0,3.0,8.0,top5-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2025-01-01,2024-12-31,1,36,-0.04478388310169891,-0.03953768733283629,-0.6781252758714169,6.0,6.0,12.0,top3-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2026-01-01,2025-12-31,0,36,-0.02688388910888637,-0.02781956735838151,-0.3765087143298351,2.0,3.0,5.0,top3-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2026-01-01,2025-12-31,5,36,-0.02206568456290435,-0.02822114634558189,-0.38575097207341,1.0,4.0,5.0,top10-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2026-01-01,2025-12-31,2,36,-0.02867439806893165,-0.027795646701081894,-0.5995292296895766,4.0,2.0,6.0,top5-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2026-01-01,2025-12-31,3,36,-0.030546591892902767,-0.027770880088750737,-0.6341725798455328,5.0,1.0,6.0,top5-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,True
2026-01-01,2025-12-31,4,36,-0.02738921566597539,-0.028571386521463592,-0.5102026191624631,3.0,5.0,8.0,top10-liq2000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
2026-01-01,2025-12-31,1,36,-0.05188950204103482,-0.0386412070331652,-0.6781252758714169,6.0,6.0,12.0,top3-liq10000000,True,1.0,1.0,2.0,no_positive_rolling_evidence,False
