ticker,split_date,raw_price_ratio,matched_factor,relative_error,selected_by_fixed_top3,requires_external_confirmation
MRM,2025-09-26,2.027586206896552,2.0,0.01379310344827589,False,False
EVTV,2025-08-08,9.894385769872152,10.0,0.010561423012784843,False,False
NIXX,2023-06-06,1.9801625903279598,2.0,0.009918704836020087,False,False
VKTX,2018-05-31,2.0100603621730384,2.0,0.005030181086519203,False,False
VINC,2025-04-09,0.5075506445672191,0.5,0.0151012891344382,False,False
VINC,2025-11-17,2.00000000000002,2.0,9.992007221626409e-15,False,False
STI,2025-10-13,3.9389799635701275,4.0,0.015255009107468132,False,False
COGT,2020-07-06,4.946043165467627,5.0,0.010791366906474642,False,False
CODX,2019-01-30,2.0078881319469346,2.0,0.003944065973467303,False,False
CODX,2026-01-02,19.737309194178202,20.0,0.013134540291089847,False,False
CODX,2026-03-10,2.018348623853211,2.0,0.00917431192660545,False,False
QTTB,2024-12-11,0.24375256042605487,0.25,0.02498975829578054,False,False
TNGX,2023-08-09,2.0391644908616184,2.0,0.01958224543080922,False,False
EPWK,2025-05-05,0.2502230151650312,0.25,0.000892060660124816,False,False
EPWK,2025-10-07,0.32835820895522394,0.3333333333333333,0.01492537313432818,False,False
EPWK,2026-01-08,0.501,0.5,0.0020000000000000018,False,False
EPWK,2026-01-15,9.090909090909092,9.0,0.010101010101010166,False,False
EPWK,2026-01-16,0.19999999999999996,0.2,2.220446049250313e-16,False,False
EPWK,2026-02-26,0.4878640776699029,0.5,0.024271844660194164,False,False
EPWK,2026-03-27,0.5,0.5,0.0,False,False
EPWK,2026-05-11,2.0,2.0,0.0,False,False
EPWK,2026-05-18,5.0,5.0,0.0,False,False
EPWK,2026-05-20,0.19999999999999996,0.2,2.220446049250313e-16,False,False
EPWK,2026-05-21,5.0,5.0,0.0,False,False
EPWK,2026-06-12,0.49593495934959353,0.5,0.008130081300812941,False,False
EPWK,2026-06-16,2.0163934426229506,2.0,0.008196721311475308,False,False
VTVT,2024-02-28,1.958846574665584,2.0,0.020576712667207953,False,False
FGEN,2023-06-26,0.16884735202492207,0.16666666666666666,0.013084112149532423,False,False
APDN,2021-01-08,2.0492957746478875,2.0,0.02464788732394374,False,False
CARM,2025-06-10,4.894179894179895,5.0,0.021164021164021052,False,False
CARM,2025-09-02,2.0465115827763647,2.0,0.023255791388182345,False,False
CARM,2026-04-20,0.34032257890074713,0.3333333333333333,0.02096773670224139,False,False
CARM,2026-04-22,0.5000000000001875,0.5,3.750333377183779e-13,False,False
CARM,2026-04-23,3.999999999999499,4.0,1.2523315717771766e-13,False,False
CARM,2026-05-13,0.33333330908018177,0.3333333333333333,7.275945468343537e-08,False,False
CARM,2026-06-09,0.08443271373926386,0.08333333333333333,0.013192564871166379,False,False
GCTK,2023-04-13,0.5074074071330041,0.5,0.01481481426600828,False,False
KBSX,2025-03-18,4.097014925373134,4.0,0.02425373134328357,False,False
BKYI,2023-01-03,10.928882052450673,11.0,0.006465267959029686,False,False
BKYI,2024-09-10,1.9704433497536948,2.0,0.01477832512315258,False,False
BKYI,2026-04-30,6.1226993865030686,6.0,0.020449897750511425,False,False
CAPR,2017-07-18,1.9856913418017228,2.0,0.007154329099138601,False,False
SNPX,2022-12-16,0.2536997885835095,0.25,0.014799154334038,False,False
WVE,2019-12-30,0.5053763440860215,0.5,0.010752688172043001,False,False
WVE,2026-03-26,0.5040650406504065,0.5,0.008130081300812941,False,False
NXL,2025-10-08,1.9825197186101045,2.0,0.008740140694947773,False,False
KLRS,2023-12-22,0.32849766458472907,0.3333333333333333,0.014507006245812804,False,False
IMTE,2023-10-17,7.074468085106384,7.0,0.010638297872340496,False,False
CSCI,2026-07-07,2.978723404255319,3.0,0.007092198581560294,False,False
AIRE,2023-10-24,0.24589962377357566,0.25,0.01640150490569736,False,False
AIRE,2023-10-27,0.503695652173913,0.5,0.007391304347825978,False,False
AIRE,2023-11-14,2.037351443123939,2.0,0.018675721561969505,False,False
BETR,2023-08-24,0.0659309158664182,0.06666666666666667,0.011036262003727093,False,False
TENX,2023-11-13,3.9743589743589745,4.0,0.0064102564102563875,False,False
RDUS,2025-03-14,2.035871156661786,2.0,0.017935578330892987,False,False
WBUY,2024-11-07,2.0035332833825494,2.0,0.0017666416912747174,False,False
ICCT,2025-04-03,2.0434782608695654,2.0,0.021739130434782705,False,False
AIIO,2026-05-13,2.0390625,2.0,0.01953125,False,False
ONMD,2024-05-23,3.0,3.0,0.0,False,False
ONMD,2025-06-24,2.006470588235294,2.0,0.003235294117647003,False,False
ONMD,2025-08-14,1.9968750000000002,2.0,0.0015624999999999112,False,False
NXTT,2025-09-11,1.9722222222222223,2.0,0.01388888888888884,False,False
ENSC,2025-04-23,1.962566844919786,2.0,0.018716577540107027,False,False
BTQ,2023-04-25,0.05742574257425748,0.058823529411764705,0.023762376237622895,False,False
NXTC,2026-07-14,3.018348623853211,3.0,0.006116207951070374,False,False
PGY,2022-09-20,0.32761087267525035,0.3333333333333333,0.01716738197424894,False,False
GDHG,2023-12-07,0.11005692599620498,0.1111111111111111,0.009487666034155184,False,False
FIEE,2023-11-30,4.923076923076923,5.0,0.01538461538461533,False,False
ANAB,2017-10-10,2.0117142857142856,2.0,0.005857142857142783,False,False
PTGX,2022-04-26,0.500531914893617,0.5,0.0010638297872340718,False,False
GITS,2024-10-29,0.4967564379791627,0.5,0.006487124041674619,False,False
GITS,2026-01-21,1.9797368114591825,2.0,0.010131594270408772,False,False
CYCU,2025-01-30,2.0185717443113087,2.0,0.009285872155654351,False,False
DLXY,2025-09-30,0.16815476190476186,0.16666666666666666,0.008928571428571175,False,False
FAT,2020-08-13,1.9858245945791073,2.0,0.007087702710446342,False,False
SMX,2025-11-26,2.9441624738848433,3.0,0.018612508705052266,False,False
SMMT,2018-06-27,0.20158102766798414,0.2,0.007905138339920681,False,False
SMMT,2022-12-06,2.9426751592356686,3.0,0.019108280254777177,False,False
RIGL,2024-06-27,12.061764333628654,12.0,0.005147027802387738,False,False
MRIN,2021-06-28,1.968503937007874,2.0,0.015748031496062964,False,False
MRIN,2025-04-10,0.5059677419354839,0.5,0.011935483870967767,False,False
MRIN,2025-06-10,2.0,2.0,0.0,False,False
IINN,2021-10-26,4.080851063829787,4.0,0.0202127659574467,False,False
APM,2023-05-03,1.9829047998062084,2.0,0.008547600096895813,False,False
APM,2025-07-16,2.000412456176531,2.0,0.0002062280882655365,False,False
STBX,2025-05-19,0.3410852713178294,0.3333333333333333,0.02325581395348819,False,False
STBX,2025-06-30,2.0461988304093564,2.0,0.023099415204678175,False,False
STBX,2025-08-25,1.9576923076923076,2.0,0.02115384615384619,False,False
STBX,2025-08-29,0.5108055009823183,0.5,0.0216110019646365,False,False
STBX,2026-04-20,0.125,0.125,0.0,False,False
MEDS,2024-02-20,1.9803921568627452,2.0,0.009803921568627416,False,False
FSBW,2021-07-15,0.504859839414002,0.5,0.009719678828004064,False,False
AQMS,2025-10-14,2.9889001009081735,3.0,0.0036999663639422087,False,False
BOXL,2025-09-22,3.0576892257175317,3.0,0.01922974190584381,False,False
DHAI,2025-11-26,0.06976744132080204,0.07142857142857142,0.02325582150877148,False,False
DHAI,2025-12-22,10.00000072759578,10.0,7.27595779181911e-08,False,False
DHAI,2026-02-02,4.99999965075276,5.0,6.984944800336734e-08,False,False
DHAI,2026-02-05,0.20000001396989053,0.2,6.984945266630405e-08,False,False
DHAI,2026-03-11,6.0000004365574675,6.0,7.27595779181911e-08,False,False
DHAI,2026-03-17,0.33333330908014247,0.3333333333333333,7.275957258912058e-08,False,False
DHAI,2026-03-26,10.00000072759578,10.0,7.27595779181911e-08,False,False
DHAI,2026-03-30,4.99999965075401,5.0,6.98491980921645e-08,False,False
DHAI,2026-04-17,0.10000000698492029,0.1,6.98492028661235e-08,False,False
DHAI,2026-04-22,9.99999930150802,10.0,6.98491980921645e-08,False,False
WAI,2023-06-15,0.24731182795698925,0.25,0.010752688172043001,False,False
WAI,2025-07-07,0.19862258953168044,0.2,0.00688705234159781,False,False
NVVE,2025-11-13,3.0460948823974037,3.0,0.01536496079913463,False,False
COKE,2025-05-27,0.09875388045997113,0.1,0.012461195400288672,False,False
AGFY,2023-04-10,1.955947383543692,2.0,0.02202630822815399,False,False
OPRT,2023-11-07,0.5103092783505154,0.5,0.020618556701030855,False,False
ONVO,2019-05-30,2.033577379449634,2.0,0.016788689724817063,False,False
LIMN,2025-06-11,0.4955396966993755,0.5,0.008920606601249048,False,False
MTEK,2025-09-29,0.4940334128878281,0.5,0.011933174224343812,False,False
HUBC,2026-04-15,2.047244094488189,2.0,0.023622047244094446,False,False
HUBC,2026-06-01,1.9724243584833396,2.0,0.013787820758330183,False,False
FRES,2020-11-25,2.04,2.0,0.020000000000000018,False,False
ALMU,2023-03-17,0.5075757575757576,0.5,0.015151515151515138,False,False
ULY,2023-10-20,11.182343667892802,11.0,0.016576697081163827,False,False
ULY,2024-06-28,0.08190476190476192,0.08333333333333333,0.017142857142856904,False,False
ULY,2024-07-01,11.720930232558139,12.0,0.023255813953488413,False,False
BIMI,2019-10-14,6.081081081081081,6.0,0.013513513513513375,False,False
BIMI,2024-07-30,0.3370689655172414,0.3333333333333333,0.011206896551724244,False,False
BIMI,2024-08-23,0.33370368236377,0.3333333333333333,0.0011110470913100468,False,False
BIMI,2024-09-19,6.0000000000001,6.0,1.6653345369377348e-14,False,False
BIMI,2025-01-07,0.0909090891051374,0.09090909090909091,1.9843488630044703e-08,False,False
BIMI,2025-01-13,1.9999999999992497,2.0,3.751443600208404e-13,False,False
BIMI,2025-01-15,0.5000000000001875,0.5,3.750333377183779e-13,False,False
BIMI,2025-02-11,1.9999999999992497,2.0,3.751443600208404e-13,False,False
BIMI,2025-02-12,0.5000000000001875,0.5,3.750333377183779e-13,False,False
BIMI,2025-02-13,1.9999999999992497,2.0,3.751443600208404e-13,False,False
BIMI,2025-02-24,0.5000000000001875,0.5,3.750333377183779e-13,False,False
BIMI,2025-03-04,1.9999999999992497,2.0,3.751443600208404e-13,False,False
BIMI,2025-03-07,0.5000000000001875,0.5,3.750333377183779e-13,False,False
BIMI,2025-03-14,1.9999999999992497,2.0,3.751443600208404e-13,False,False
BIMI,2025-04-25,0.10000000698491518,0.1,6.984915179586437e-08,False,False
BIMI,2025-06-17,0.33333330908018177,0.3333333333333333,7.275945468343537e-08,False,False
BIMI,2025-07-17,1.9999999999992497,2.0,3.751443600208404e-13,False,False
BIMI,2025-08-14,0.5000000000001875,0.5,3.750333377183779e-13,False,False
MASK,2026-05-28,2.9927536231884058,3.0,0.0024154589371980784,False,False
VCNX,2025-10-20,2.020833438107126,2.0,0.010416719053562895,False,False
VCNX,2026-03-05,0.4880000114440919,0.5,0.02399997711181623,False,False
SPWH,2025-04-02,1.9792746113989637,2.0,0.010362694300518172,False,False
ORKA,2019-05-01,1.9864368092263336,2.0,0.006781595386833206,False,False
AGRI,2022-03-10,2.0236686390532546,2.0,0.01183431952662728,False,False
AGRI,2026-06-15,12.748622094416488,13.0,0.019336761967962413,False,False
MDXH,2026-05-14,0.504974358974359,0.5,0.0099487179487181,False,False
HYMC,2022-03-08,3.033060357901122,3.0,0.011020119300374054,False,False
AUUD,2023-06-13,0.5114754109857065,0.5,0.02295082197141296,False,False
NXXT,2026-05-19,2.0002439024390246,2.0,0.00012195121951230625,False,False
ABVE,2025-07-17,2.0238095238095237,2.0,0.011904761904761862,False,False
RVSN,2024-01-23,2.9555541071417992,3.0,0.014815297619400258,False,False
RVSN,2024-12-30,2.0330600821957048,2.0,0.016530041097852388,False,False
KAZR,2025-07-07,0.12419354838709673,0.125,0.006451612903226156,False,False
HAO,2026-05-11,0.06164337396316888,0.0625,0.013706016589297931,False,False
HAO,2026-07-10,0.3352336448598131,0.3333333333333333,0.005700934579439432,False,False
SONN,2020-03-26,1.975001560939061,2.0,0.012499219530469508,False,False
QURE,2025-11-03,0.5065740877529916,0.5,0.01314817550598324,False,False
SFHG,2024-12-11,0.14461830251303942,0.14285714285714285,0.012328117591275944,False,False
RKDA,2024-12-05,2.0207638116425657,2.0,0.010381905821282844,False,False
BACK,2020-03-24,11.25179005750915,11.0,0.02289000522810447,False,False
BACK,2025-12-16,0.5099999828636647,0.5,0.019999965727329316,False,False
MREO,2019-12-26,1.9545454545454544,2.0,0.022727272727272818,False,False
MREO,2025-12-29,0.12354978354978352,0.125,0.011601731601731835,False,False
NEXR,2026-06-25,1.9555555555555557,2.0,0.022222222222222143,False,False
OCEA,2024-03-04,2.04,2.0,0.020000000000000018,False,False
OCEA,2025-10-17,0.3333333462683554,0.3333333333333333,3.8805066271407895e-08,False,False
OCEA,2025-11-06,0.5,0.5,0.0,False,False
OCEA,2025-11-10,2.00000000000025,2.0,1.2501111257279263e-13,False,False
OCEA,2025-11-14,2.999999805974676,3.0,6.467510793584097e-08,False,False
OCEA,2026-01-09,5.0000003637985095,5.0,7.275970181908065e-08,False,False
OCEA,2026-01-26,2.0,2.0,0.0,False,False
OCEA,2026-02-25,3.0000002182790055,3.0,7.275966851238991e-08,False,False
OCEA,2026-03-03,2.999999805974676,3.0,6.467510793584097e-08,False,False
OCEA,2026-03-04,0.3333333548917041,0.3333333333333333,6.467511237673307e-08,False,False
OCEA,2026-03-11,2.0,2.0,0.0,False,False
OCEA,2026-03-27,0.33333330908005676,0.3333333333333333,7.275982971677308e-08,False,False
OCEA,2026-03-30,3.000000218279505,3.0,7.27598350458436e-08,False,False
OCEA,2026-04-02,0.3333333548917041,0.3333333333333333,6.467511237673307e-08,False,False
OCEA,2026-04-14,2.0000000000004996,2.0,2.498001805406602e-13,False,False
OCEA,2026-04-21,0.5000000000001875,0.5,3.750333377183779e-13,False,False
OCEA,2026-04-23,3.00000021827838,3.0,7.275946001250588e-08,False,False
OCEA,2026-05-01,0.499999999999875,0.5,2.5002222514558525e-13,False,False
OCEA,2026-05-08,0.33333330908018177,0.3333333333333333,7.275945468343537e-08,False,False
OCEA,2026-05-11,1.9999999999992497,2.0,3.751443600208404e-13,False,False
OCEA,2026-05-15,0.33333330908018177,0.3333333333333333,7.275945468343537e-08,False,False
OCEA,2026-05-18,3.00000021827838,3.0,7.275946001250588e-08,False,False
OCEA,2026-05-28,0.33333330908018177,0.3333333333333333,7.275945468343537e-08,False,False
OCEA,2026-06-05,1.9999999999992497,2.0,3.751443600208404e-13,False,False
OCEA,2026-06-25,2.0000000000004996,2.0,2.498001805406602e-13,False,False
OCEA,2026-06-29,0.2500000000000313,0.25,1.2523315717771766e-13,False,False
OCEA,2026-06-30,1.9999999999992497,2.0,3.751443600208404e-13,False,False
OCEA,2026-07-02,0.33333330908018177,0.3333333333333333,7.275945468343537e-08,False,False
OCEA,2026-07-06,3.00000021827838,3.0,7.275946001250588e-08,False,False
OCEA,2026-07-09,0.2500000000000313,0.25,1.2523315717771766e-13,False,False
OCEA,2026-07-13,3.999999999999499,4.0,1.2523315717771766e-13,False,False
TSHA,2022-10-25,1.9735099337748345,2.0,0.013245033112582738,False,False
QXO,2024-07-30,0.19917355371900825,0.2,0.004132231404958775,False,False
TTNP,2019-10-16,0.4897959183673469,0.5,0.020408163265306145,False,False
TTNP,2024-08-20,1.9920318725099604,2.0,0.003984063745019806,False,False
FAST,2025-05-22,0.4998158605450529,0.5,0.0003682789098942152,False,False
TOYO,2024-07-02,0.5094103773584905,0.5,0.01882075471698097,False,False
OMEX,2025-04-24,2.0007043907020425,2.0,0.0003521953510212672,False,False
ARQ,2026-03-10,0.5125,0.5,0.02499999999999991,False,False
WHLR,2024-09-05,4.019417476120901,4.0,0.004854369030225181,False,False
WHLR,2024-10-02,1.9895988112896528,2.0,0.005200594355173616,False,False
WHLR,2025-12-05,1.9783954877432972,2.0,0.010802256128351395,False,False
ZEO,2024-12-09,1.9629629629629628,2.0,0.0185185185185186,False,False
FCEL,2019-11-06,2.0156774916013434,2.0,0.007838745800671676,False,False
CERO,2024-06-13,0.5113765642775882,0.5,0.022753128555176305,False,False
CERO,2025-10-30,0.05307262616338948,0.05263157894736842,0.008379897104400236,False,False
SANW,2026-02-12,9.999999301508083,10.0,6.984919165287096e-08,False,False
ATRA,2023-11-09,0.19834710743801653,0.2,0.008264462809917328,False,False
ODD,2026-02-25,0.5079255685733977,0.5,0.015851137146795313,False,False
SNDL,2020-11-30,1.9607526881720427,2.0,0.019623655913978633,False,False
AUVI,2022-06-07,1.9639639639639639,2.0,0.018018018018018056,False,False
AUVI,2025-05-28,6.00000043655676,6.0,7.275946001250588e-08,False,False
AUVI,2025-05-30,16.666665875044483,17.0,0.019607889703265657,False,False
AUVI,2025-06-24,1.9999999999992497,2.0,3.751443600208404e-13,False,False
AUVI,2025-06-27,0.5000000000001875,0.5,3.750333377183779e-13,False,False
AUVI,2025-10-29,5.000000363797633,5.0,7.275952662588736e-08,False,False
AUVI,2025-10-31,2.0,2.0,0.0,False,False
AUVI,2025-12-09,0.499999999999875,0.5,2.5002222514558525e-13,False,False
AUVI,2026-04-20,5.0000003637985095,5.0,7.275970181908065e-08,False,False
BPTH,2019-03-01,2.9692307692307693,3.0,0.01025641025641022,False,False
BPTH,2025-02-18,0.3316487681617182,0.3333333333333333,0.005053695514845469,False,False
BPTH,2026-05-19,0.4999999999999988,0.5,2.4424906541753444e-15,False,False
PRFX,2023-07-11,4.074073906413358,4.0,0.018518476603339495,False,False
NVOS,2025-03-25,7.857142857142857,8.0,0.017857142857142905,False,False
NVOS,2025-04-29,0.12307692307692308,0.125,0.01538461538461533,False,False
NVOS,2025-06-10,0.09836065573770492,0.1,0.016393442622950838,False,False
NVOS,2025-07-11,11.000000000000002,11.0,2.220446049250313e-16,False,False
NVOS,2025-08-08,0.09090909090909094,0.09090909090909091,2.220446049250313e-16,False,False
NVOS,2025-08-15,0.33333333333333326,0.3333333333333333,2.220446049250313e-16,False,False
NVOS,2025-09-04,2.0,2.0,0.0,False,False
