config_id,cost_bps,year,strategy,nasdaq,excess_vs_nasdaq
13,30.0,2024,0.729831374047111,0.28641246683135235,0.4434189072157586
13,30.0,2025,0.14907583584490158,0.20357524453555675,-0.05449940869065517
13,30.0,2026,0.2182537361400192,0.09802301782248235,0.12023071831753684
13,50.0,2022,-0.1701929732760703,-0.3310002555645566,0.1608072822884863
13,50.0,2023,0.044679232074357866,0.43423103966916465,-0.3895518075948068
13,50.0,2024,0.6775377363458752,0.28641246683135235,0.39112526951452287
13,50.0,2025,0.11498125938182202,0.20357524453555675,-0.08859398515373473
13,50.0,2026,0.19597521296531162,0.09802301782248235,0.09795219514282927
14,10.0,2022,-0.16217022317016494,-0.3310002555645566,0.16883003239439165
14,10.0,2023,0.10120164537139265,0.43423103966916465,-0.333029394297772
14,10.0,2024,0.7837133511712693,0.28641246683135235,0.4973008843399169
14,10.0,2025,0.18419243485749792,0.20357524453555675,-0.019382809678058832
14,10.0,2026,0.24093696296680456,0.09802301782248235,0.1429139451443222
14,30.0,2022,-0.166187994792118,-0.3310002555645566,0.1648122607724386
14,30.0,2023,0.07257576092859841,0.43423103966916465,-0.36165527874056624
14,30.0,2024,0.729831374047111,0.28641246683135235,0.4434189072157586
14,30.0,2025,0.14907583584490158,0.20357524453555675,-0.05449940869065517
14,30.0,2026,0.2182537361400192,0.09802301782248235,0.12023071831753684
14,50.0,2022,-0.1701929732760703,-0.3310002555645566,0.1608072822884863
14,50.0,2023,0.044679232074357866,0.43423103966916465,-0.3895518075948068
14,50.0,2024,0.6775377363458752,0.28641246683135235,0.39112526951452287
14,50.0,2025,0.11498125938182202,0.20357524453555675,-0.08859398515373473
14,50.0,2026,0.19597521296531162,0.09802301782248235,0.09795219514282927
15,10.0,2022,-0.13836938508261853,-0.3310002555645566,0.19263087048193805
15,10.0,2023,0.10865555979129038,0.43423103966916465,-0.3255754798778743
15,10.0,2024,0.5247782115406028,0.28641246683135235,0.23836574470925043
15,10.0,2025,0.3472678838747907,0.20357524453555675,0.14369263933923393
15,10.0,2026,0.341849869734989,0.09802301782248235,0.24382685191250664
15,30.0,2022,-0.14284387465693293,-0.3310002555645566,0.18815638090762365
15,30.0,2023,0.07943665021516066,0.43423103966916465,-0.354794389454004
15,30.0,2024,0.47749433308064115,0.28641246683135235,0.1910818662492888
15,30.0,2025,0.3104420244253121,0.20357524453555675,0.10686677988975535
15,30.0,2026,0.31885458684008783,0.09802301782248235,0.22083156901760548
15,50.0,2022,-0.14730076725138186,-0.3310002555645566,0.18369948831317473
15,50.0,2023,0.05096878224663315,0.43423103966916465,-0.3832622574225315
15,50.0,2024,0.431641505092037,0.28641246683135235,0.14522903826068467
15,50.0,2025,0.2745944819201358,0.20357524453555675,0.07101923738457905
15,50.0,2026,0.29624689689166916,0.09802301782248235,0.19822387906918681
16,10.0,2022,-0.13836938508261898,-0.3310002555645566,0.1926308704819376
16,10.0,2023,0.09246624945442106,0.43423103966916465,-0.3417647902147436
16,10.0,2024,0.5247782115406039,0.28641246683135235,0.23836574470925154
16,10.0,2025,0.34726788387479224,0.20357524453555675,0.14369263933923548
16,10.0,2026,0.3418498697349883,0.09802301782248235,0.24382685191250597
16,30.0,2022,-0.14284387465693293,-0.3310002555645566,0.18815638090762365
16,30.0,2023,0.0636800037317744,0.43423103966916465,-0.37055103593739025
16,30.0,2024,0.47749433308064004,0.28641246683135235,0.1910818662492877
16,30.0,2025,0.31044202442530855,0.20357524453555675,0.1068667798897518
16,30.0,2026,0.31885458684008694,0.09802301782248235,0.2208315690176046
16,50.0,2022,-0.14730076725138186,-0.3310002555645566,0.18369948831317473
16,50.0,2023,0.03563353544301506,0.43423103966916465,-0.3985975042261496
16,50.0,2024,0.43164150509204013,0.28641246683135235,0.14522903826068778
16,50.0,2025,0.2745944819201318,0.20357524453555675,0.07101923738457505
16,50.0,2026,0.2962468968916683,0.09802301782248235,0.19822387906918593
17,10.0,2022,-0.13836938508261898,-0.3310002555645566,0.1926308704819376
17,10.0,2023,0.09246624945442106,0.43423103966916465,-0.3417647902147436
17,10.0,2024,0.5247782115406039,0.28641246683135235,0.23836574470925154
17,10.0,2025,0.3449425755353088,0.20357524453555675,0.14136733099975207
17,10.0,2026,0.31199400755871287,0.09802301782248235,0.21397098973623052
17,30.0,2022,-0.14284387465693293,-0.3310002555645566,0.18815638090762365
17,30.0,2023,0.0636800037317744,0.43423103966916465,-0.37055103593739025
17,30.0,2024,0.47749433308064004,0.28641246683135235,0.1910818662492877
17,30.0,2025,0.30791955247954217,0.20357524453555675,0.10434430794398541
17,30.0,2026,0.2892546255799646,0.09802301782248235,0.19123160775748227
17,50.0,2022,-0.14730076725138186,-0.3310002555645566,0.18369948831317473
17,50.0,2023,0.03563353544301506,0.43423103966916465,-0.3985975042261496
17,50.0,2024,0.43164150509204013,0.28641246683135235,0.14522903826068778
17,50.0,2025,0.2718883309981388,0.20357524453555675,0.06831308646258205
17,50.0,2026,0.2669023669843089,0.09802301782248235,0.16887934916182656
